ID_Zaznamu_Psa,Datum_Vytvorenia_Profilu,Hmotnost_Kg,Datum_Narodenia,Pohlavi,ID_Kondicie,ID_Aktivity,Je_Stene_Boolean
75317,2021-10-03 11:51:00,40,2011-10-28 11:52:22,fena,22,8,0
75319,2021-10-03 11:51:12,36,2017-04-21 11:52:47,pes,20,8,0
75320,2021-10-03 11:51:29,70,2013-11-27 11:53:10,pes,20,8,0
75321,2021-10-03 11:51:35,,2017-09-17 11:53:15,pes,,,0
75322,2021-10-03 11:52:19,,,,,,0
75323,2021-10-03 11:52:52,10.5,2018-07-06 11:54:54,pes,20,8,0
75324,2021-10-03 11:53:04,35,2018-08-03 11:53:51,pes,20,8,0
75328,2021-10-03 11:53:49,7,2009-07-27 11:55:03,fena,21,7,0
75330,2021-10-03 11:54:17,40,2019-01-14 12:17:47,pes,20,9,0
75335,2021-10-03 11:55:14,23,2009-07-14 11:59:13,pes,21,9,0
75343,2021-10-03 11:58:09,3,2013-07-25 11:59:17,fena,20,7,0
75344,2021-10-03 11:58:33,45,2013-09-03 11:58:59,fena,22,7,0
75345,2021-10-03 11:59:16,,,,,,0
75346,2021-10-03 11:59:40,32,2019-10-03 12:03:09,pes,19,8,0
75347,2021-10-03 11:59:45,8,2019-09-24 12:08:22,pes,20,8,0
75350,2021-10-03 12:01:02,33,2015-05-03 12:01:55,fena,21,7,0
75353,2021-10-03 12:02:34,10,2012-04-03 12:08:15,pes,21,8,0
75355,2021-10-03 12:03:16,5.5,2012-09-12 12:05:58,fena,21,7,0
75359,2021-10-03 12:04:49,12,2011-04-30 12:07:20,pes,21,8,0
75360,2021-10-03 12:05:02,4,2021-07-31 12:07:17,fena,,,1
75361,2021-10-03 12:05:03,13,2020-03-30 12:14:17,pes,20,8,0
75363,2021-10-03 12:05:13,11.3,2020-08-27 19:45:50,pes,20,8,0
75364,2021-10-03 12:05:23,7,2019-01-30 12:06:45,pes,19,8,0
75367,2021-10-03 12:06:19,,,,,,0
75369,2021-10-03 12:06:48,,,,,,0
75371,2021-10-03 12:08:13,15,2017-08-03 12:09:32,fena,19,8,0
75372,2021-10-03 12:08:17,14,2020-10-03 12:08:53,pes,,,1
75378,2021-10-03 12:09:40,4.1,2009-05-25 12:11:24,pes,20,8,0
75387,2021-10-03 12:11:20,7,2011-08-23 12:28:25,pes,20,8,0
75388,2021-10-03 12:12:02,27,2018-09-01 12:13:01,fena,20,8,0
75390,2021-10-03 12:12:10,30,2019-04-05 12:13:00,fena,19,8,0
75391,2021-10-03 12:12:28,18,2018-06-03 12:14:22,fena,20,10,0
75392,2021-10-03 12:12:38,5.5,2009-06-22 12:13:06,pes,20,8,0
75393,2021-10-03 12:12:38,8,2009-06-02 12:25:19,pes,21,7,0
75394,2021-10-03 12:13:40,11,2021-06-02 12:14:08,fena,,,1
75395,2021-10-03 12:13:49,9,2020-09-03 12:15:27,pes,20,8,0
75397,2021-10-03 12:14:27,6.3,2008-06-19 12:15:58,pes,20,8,0
75401,2021-10-03 12:15:00,5,2017-09-03 12:15:37,fena,20,8,0
75405,2021-10-03 12:15:23,7.5,2008-05-13 13:13:30,pes,20,8,0
75410,2021-10-03 12:16:35,45,2020-12-30 12:17:22,fena,,,1
75412,2021-10-03 12:17:38,40,2008-09-03 12:18:23,pes,21,8,0
75413,2021-10-03 12:17:47,5.5,2016-10-01 12:18:53,fena,22,7,0
75414,2021-10-03 12:17:47,3.5,2020-08-03 12:18:57,fena,20,8,0
75415,2021-10-03 12:18:09,12,2014-01-21 12:20:29,pes,21,8,0
75422,2021-10-03 12:19:56,29,2019-09-25 12:28:12,fena,20,8,0
75423,2021-10-03 12:20:02,38,2019-09-03 12:20:40,pes,20,7,0
75426,2021-10-03 12:20:30,30,2018-06-05 12:21:37,pes,20,8,0
75427,2021-10-03 12:20:30,17,2016-06-27 12:21:58,fena,20,8,0
75430,2021-10-03 12:21:57,,,,,,0
75432,2021-10-03 12:22:36,,,,,,0
75435,2021-10-03 12:24:04,27,2013-05-03 12:33:59,fena,20,8,0
75437,2021-10-03 12:24:17,,,,,,0
75438,2021-10-03 12:25:18,3,2012-01-18 12:30:23,pes,20,8,0
75439,2021-10-03 12:25:20,,2011-06-11 12:27:56,,,,0
75440,2021-10-03 12:26:18,35,2016-06-03 12:28:02,fena,20,8,0
75441,2021-10-03 12:27:00,28,2011-05-13 12:32:01,fena,20,8,0
75442,2021-10-03 12:27:01,5,2018-06-16 12:32:45,pes,20,8,0
75443,2021-10-03 12:27:39,,2018-02-03 12:28:38,fena,,,0
75444,2021-10-03 12:27:53,15,2020-10-14 12:31:14,fena,,,1
75448,2021-10-03 12:28:45,26,2017-08-28 12:29:15,fena,19,9,0
75451,2021-10-03 12:29:13,17,2018-11-25 12:30:14,fena,21,8,0
75453,2021-10-03 12:29:24,,,,,,0
75454,2021-10-03 12:29:38,34,2019-12-06 19:13:35,fena,20,8,0
75455,2021-10-03 12:29:42,15,2012-06-28 12:30:44,fena,20,9,0
75457,2021-10-03 12:30:16,20,2010-10-21 12:32:36,fena,20,8,0
75459,2021-10-03 12:31:05,3.5,2020-06-24 12:32:45,fena,20,8,0
75464,2021-10-03 12:32:26,7.6,2006-08-26 12:42:05,pes,18,7,0
75465,2021-10-03 12:32:56,31.3,2017-03-26 12:35:07,pes,20,8,0
75475,2021-10-03 12:34:54,22,2010-03-15 15:06:44,pes,19,7,0
75476,2021-10-03 12:35:06,8.6,2011-06-06 12:35:51,pes,20,8,0
75481,2021-10-03 12:36:45,19,2021-04-06 12:38:43,fena,,,1
75482,2021-10-03 12:37:27,5.85,2010-04-20 12:38:44,pes,21,7,0
75483,2021-10-03 12:38:11,8.8,2020-08-24 12:45:35,pes,20,9,0
75485,2021-10-03 12:38:19,38,2016-03-03 12:39:23,pes,20,8,0
75486,2021-10-03 12:38:19,10,2020-07-14 12:39:25,pes,20,8,0
75488,2021-10-03 12:38:46,13,2013-09-11 12:40:09,fena,21,9,0
75489,2021-10-03 12:39:53,22,2006-06-19 12:54:11,fena,21,7,0
75491,2021-10-03 12:39:57,36,2013-04-03 12:40:49,pes,19,8,0
75492,2021-10-03 12:40:21,8,2019-09-09 12:41:11,pes,20,8,0
75495,2021-10-03 12:40:52,,,,,,0
75501,2021-10-03 12:43:07,2,2009-10-03 12:44:21,pes,20,7,0
75505,2021-10-03 12:44:50,8,2019-04-18 12:45:34,fena,20,8,0
75508,2021-10-03 12:45:29,22,2021-05-04 12:46:14,pes,,,1
75509,2021-10-03 12:45:40,8,2018-06-09 12:49:59,pes,20,9,0
75510,2021-10-03 12:46:41,12,2019-06-14 12:48:09,fena,20,9,0
75512,2021-10-03 12:47:36,12,2021-05-14 12:48:32,fena,,,1
75514,2021-10-03 12:48:16,4.20,2017-03-27 12:53:28,fena,20,8,0
75515,2021-10-03 12:48:33,4,2014-02-19 12:49:32,fena,21,8,0
75525,2021-10-03 12:50:01,2.5,2021-07-04 12:50:41,fena,,,1
75526,2021-10-03 12:50:21,,,,,,0
75528,2021-10-03 12:50:48,30,2020-08-17 12:51:43,fena,,,1
75530,2021-10-03 12:51:20,13,2021-06-18 12:52:34,fena,,,1
75531,2021-10-03 12:51:24,12,2013-10-03 12:53:02,fena,21,7,0
75532,2021-10-03 12:51:24,4,2019-10-04 12:52:03,fena,19,7,0
75533,2021-10-03 12:51:27,,,,,,0
75535,2021-10-03 12:52:09,25,2014-04-28 13:04:58,pes,20,8,0
75536,2021-10-03 12:52:24,25,2019-10-28 12:53:15,pes,20,8,0
75538,2021-10-03 12:53:12,32,2020-04-09 11:46:29,pes,20,8,0
75544,2021-10-03 12:54:11,4,2021-06-03 20:35:27,pes,,,1
75546,2021-10-03 12:54:43,38,2019-12-16 12:55:18,fena,20,8,0
75551,2021-10-03 12:56:41,3.9,2009-03-10 13:15:01,fena,20,7,0
75556,2021-10-03 12:57:37,,,,,,0
75557,2021-10-03 12:57:47,3.20,2013-02-06 21:51:34,fena,20,7,0
75558,2021-10-03 12:58:59,55,2020-11-04 13:00:12,pes,,,1
75559,2021-10-03 12:59:23,16,2018-04-10 13:00:26,fena,20,9,0
75562,2021-10-03 13:00:31,25,2020-02-18 13:11:02,pes,20,8,0
75565,2021-10-03 13:01:41,9,2019-07-03 13:02:20,pes,21,8,0
75566,2021-10-03 13:02:04,27,2016-03-03 13:02:33,fena,20,8,0
75569,2021-10-03 13:03:11,25,2020-10-20 14:08:05,fena,21,8,0
75570,2021-10-03 13:03:20,6,2014-04-21 13:04:19,pes,20,8,0
75574,2021-10-03 13:03:55,,,,,,0
75576,2021-10-03 13:05:08,30,2020-09-03 13:06:25,pes,,,1
75578,2021-10-03 13:05:50,30,2015-08-09 13:06:26,fena,20,8,0
75584,2021-10-03 13:07:21,13,2010-06-03 13:09:05,fena,21,8,0
75586,2021-10-03 13:08:51,5,2012-08-08 13:11:18,fena,20,7,0
75588,2021-10-03 13:09:15,20,2018-05-11 13:11:56,fena,19,8,0
75596,2021-10-03 13:11:52,4.8,2011-04-04 13:14:16,pes,20,8,0
75597,2021-10-03 13:12:27,20,2018-04-17 13:27:38,pes,20,9,0
75598,2021-10-03 13:12:52,6,2010-03-10 13:14:35,pes,20,7,0
75603,2021-10-03 13:13:45,7,2021-07-14 13:16:08,pes,,,1
75604,2021-10-03 13:15:13,2.5,2020-03-23 13:16:57,pes,20,8,0
75609,2021-10-03 13:15:45,30,2014-04-12 13:30:10,fena,21,8,0
75612,2021-10-03 13:16:17,7.5,2008-05-13 13:17:10,pes,20,8,0
75613,2021-10-03 13:16:43,40,2009-06-30 13:17:28,pes,21,7,0
75616,2021-10-03 13:16:48,4,2013-06-03 13:19:48,fena,20,8,0
75617,2021-10-03 13:17:34,19.5,2017-02-06 13:21:43,fena,20,8,0
75620,2021-10-03 13:18:03,7,2007-08-03 13:19:21,pes,20,8,0
75623,2021-10-03 13:18:57,24,2017-10-11 13:22:14,fena,20,9,0
75626,2021-10-03 13:19:10,2.5,2019-09-03 13:21:42,fena,20,8,0
75627,2021-10-03 13:19:14,2.20,2012-07-03 13:19:34,fena,20,7,0
75630,2021-10-03 13:19:28,3.5,2012-05-01 13:22:44,fena,20,8,0
75633,2021-10-03 13:19:40,1.8,2021-02-21 20:01:26,pes,20,8,0
75637,2021-10-03 13:21:19,18.5,2019-04-19 13:22:34,pes,20,8,0
75638,2021-10-03 13:21:19,28,2019-12-24 13:22:43,fena,20,8,0
75644,2021-10-03 13:22:31,50,2017-05-30 11:46:34,pes,20,8,0
75649,2021-10-03 13:23:54,5,2012-03-03 13:24:52,fena,22,7,0
75654,2021-10-03 13:24:42,7,2016-04-03 13:26:35,pes,21,8,0
75655,2021-10-03 13:24:47,9.4,2019-08-25 13:25:55,pes,20,8,0
75659,2021-10-03 13:25:47,28,2019-04-16 13:29:27,fena,20,8,0
75665,2021-10-03 13:27:52,30,2020-02-06 13:28:44,pes,19,9,0
75671,2021-10-03 13:29:40,6.5,2007-10-03 13:34:52,pes,20,,0
75672,2021-10-03 13:29:55,4,2019-10-31 19:08:19,fena,20,8,0
75674,2021-10-03 13:30:41,4,2013-11-06 13:32:25,fena,20,7,0
75677,2021-10-03 13:32:07,15,2020-05-07 13:33:43,pes,20,8,0
75681,2021-10-03 13:33:02,8.4,2019-06-11 13:35:12,fena,20,8,0
75682,2021-10-03 13:33:25,27,2008-02-06 13:35:31,pes,20,7,0
75685,2021-10-03 13:35:01,8,2018-03-03 13:36:02,fena,20,8,0
75686,2021-10-03 13:35:18,7.8,2016-10-07 13:41:20,pes,20,8,0
75687,2021-10-03 13:36:20,4,2019-01-03 13:38:11,pes,20,8,0
75688,2021-10-03 13:37:15,25,2019-01-03 13:37:48,fena,21,8,0
75690,2021-10-03 13:37:42,8,2016-06-15 13:40:30,fena,20,7,0
75693,2021-10-03 13:39:24,16,2010-02-03 13:40:03,fena,21,7,0
75696,2021-10-03 13:41:10,35,2016-06-03 13:42:46,fena,20,8,0
75697,2021-10-03 13:41:12,43,2017-06-26 13:42:11,pes,20,8,0
75699,2021-10-03 13:41:45,7,2014-01-16 13:42:36,fena,20,8,0
75702,2021-10-03 13:42:55,8,2021-07-27 13:44:46,pes,,,1
75703,2021-10-03 13:43:25,19,2018-10-01 17:39:07,fena,21,7,0
75706,2021-10-03 13:44:38,43,2011-12-18 13:45:42,pes,20,8,0
75707,2021-10-03 13:44:40,1.9,2014-03-03 13:45:32,fena,20,7,0
75708,2021-10-03 13:45:19,24,2010-04-16 13:49:53,pes,21,8,0
75712,2021-10-03 13:45:45,3.8,2017-05-02 13:49:40,fena,21,7,0
75716,2021-10-03 13:47:52,,,,,,0
75717,2021-10-03 13:48:18,35,2007-07-05 13:49:21,pes,18,7,0
75722,2021-10-03 13:50:26,5,2019-10-06 13:51:31,fena,20,8,0
75724,2021-10-03 13:51:56,3,2015-06-23 14:00:22,pes,20,8,0
75725,2021-10-03 13:53:17,30,2011-11-27 13:54:22,fena,21,8,0
75727,2021-10-03 13:53:49,1.9,2020-09-03 13:57:25,pes,20,8,0
75729,2021-10-03 13:55:20,21.4,2021-03-06 13:56:30,fena,,,1
75732,2021-10-03 13:56:27,32,2020-11-28 13:58:41,fena,20,8,1
75735,2021-10-03 13:57:46,32,2016-02-03 13:59:48,fena,21,8,0
75743,2021-10-03 14:01:16,26,2010-04-21 14:03:16,pes,21,8,0
75744,2021-10-03 14:01:35,3,2021-06-03 14:02:35,fena,,,1
75746,2021-10-03 14:02:20,13,2011-03-03 14:16:52,fena,22,7,0
75747,2021-10-03 14:02:33,,,,,,0
75750,2021-10-03 14:04:52,40,2009-09-03 14:06:21,fena,21,7,0
75753,2021-10-03 14:05:24,9,2008-04-16 14:07:28,pes,20,8,0
75757,2021-10-03 14:06:39,1.8,2018-11-25 14:08:03,fena,19,7,0
75761,2021-10-03 14:09:46,8,2018-05-18 14:12:44,fena,20,7,0
75766,2021-10-03 14:10:42,22,2015-05-06 14:13:35,fena,20,9,0
75769,2021-10-03 14:12:23,10.8,2012-07-03 14:15:04,fena,22,8,0
75772,2021-10-03 14:12:59,18,2021-06-02 14:13:55,pes,,,1
75773,2021-10-03 14:14:05,16,2011-10-31 14:17:39,pes,22,8,0
75774,2021-10-03 14:14:50,22,2021-05-06 14:15:20,pes,,,1
75776,2021-10-03 14:15:21,,2020-08-03 14:16:35,fena,,,0
75778,2021-10-03 14:16:27,2.2,2021-04-26 14:25:30,pes,,,1
75779,2021-10-03 14:17:05,4,2020-09-06 14:18:26,pes,20,7,0
75783,2021-10-03 14:19:25,30,2017-07-22 14:21:58,pes,20,9,0
75784,2021-10-03 14:19:30,5.3,2009-09-09 14:25:10,fena,21,8,0
75792,2021-10-03 14:22:51,5.6,2020-10-01 14:24:21,pes,20,8,0
75793,2021-10-03 14:25:20,30,2020-02-03 14:25:50,pes,20,7,0
75798,2021-10-03 14:28:30,18,2021-04-06 14:29:28,fena,,,1
75799,2021-10-03 14:29:09,4.5,2009-08-03 14:29:54,pes,21,7,0
75806,2021-10-03 14:34:08,,,,,,0
75807,2021-10-03 14:34:18,58,2013-03-29 14:56:46,fena,22,7,0
75808,2021-10-03 14:34:23,35,2019-07-03 14:35:01,fena,20,9,0
75809,2021-10-03 14:34:43,40,2015-03-19 14:35:39,pes,20,9,0
75812,2021-10-03 14:39:03,37,2021-02-12 14:39:53,pes,,,1
75813,2021-10-03 14:40:26,2.9,2013-03-03 14:41:27,fena,21,8,0
75815,2021-10-03 14:41:26,14,2011-06-11 14:52:20,fena,20,8,0
75818,2021-10-03 14:41:59,7,2021-03-12 14:42:33,fena,,,1
75819,2021-10-03 14:42:04,,,,,,0
75821,2021-10-03 14:43:39,40,2015-08-03 14:45:37,pes,22,8,0
75822,2021-10-03 14:44:28,10,2020-11-26 14:45:10,fena,,,1
75828,2021-10-03 14:48:18,4.9,2006-03-10 14:49:39,pes,21,8,0
75829,2021-10-03 14:48:27,23,2009-06-03 14:49:17,fena,20,7,0
75833,2021-10-03 14:48:56,40,2017-09-10 14:57:32,pes,20,9,0
75834,2021-10-03 14:50:25,24,2020-03-30 14:57:01,fena,20,8,0
75837,2021-10-03 14:51:50,7,2020-09-03 14:52:54,pes,20,8,0
75840,2021-10-03 14:54:49,35,2013-06-06 14:55:37,fena,20,8,0
75841,2021-10-03 14:55:18,2.9,2013-02-03 14:55:54,fena,21,8,0
75842,2021-10-03 14:55:34,30,2013-05-03 14:57:25,pes,20,8,0
75843,2021-10-03 14:56:04,4,2013-03-02 15:08:53,fena,20,8,0
75850,2021-10-03 14:58:36,5,2018-01-25 15:00:02,fena,21,7,0
75855,2021-10-03 15:00:40,3.90,2020-04-17 15:02:08,pes,20,8,0
75856,2021-10-03 15:01:24,8.5,2020-07-03 15:01:53,pes,20,8,0
75858,2021-10-03 15:02:22,38,2020-07-13 15:03:04,fena,,,1
75859,2021-10-03 15:02:40,20,2020-02-03 15:05:35,fena,19,8,0
75862,2021-10-03 15:03:34,8.7,2013-06-06 15:06:32,fena,21,8,0
75863,2021-10-03 15:03:42,25,2018-12-14 15:04:27,fena,20,8,0
75866,2021-10-03 15:05:10,21,2012-05-03 15:05:57,fena,20,8,0
75868,2021-10-03 15:05:45,,,,,,0
75870,2021-10-03 15:07:31,3.5,2011-08-19 15:09:51,pes,20,7,0
75872,2021-10-03 15:09:24,,,,,,0
75874,2021-10-03 15:10:30,13,2018-06-03 15:17:15,fena,20,8,0
75875,2021-10-03 15:10:39,35,2014-12-03 15:11:51,pes,21,8,0
75876,2021-10-03 15:11:16,7.5,2020-07-17 15:11:51,fena,20,8,0
75880,2021-10-03 15:12:39,30,2021-04-03 15:14:43,pes,,,1
75893,2021-10-03 15:18:28,8,2007-06-05 15:25:37,pes,20,7,0
75894,2021-10-03 15:21:10,31,2017-03-03 16:40:12,fena,21,8,0
75895,2021-10-03 15:21:20,26,2018-04-28 15:22:47,pes,19,8,0
75896,2021-10-03 15:21:32,,,,,,0
75897,2021-10-03 15:22:14,30,2020-06-29 15:23:42,fena,,,1
75898,2021-10-03 15:22:14,17,2017-05-16 15:59:29,fena,22,8,0
75899,2021-10-03 15:22:34,20,2017-06-03 15:23:22,fena,22,7,0
75900,2021-10-03 15:23:45,4.8,2016-07-27 15:24:30,pes,20,8,0
75905,2021-10-03 15:27:15,24,2019-06-03 15:27:41,pes,20,8,0
75911,2021-10-03 15:31:58,9.4,2020-11-08 15:33:54,fena,20,8,0
75912,2021-10-03 15:32:43,,,,,,0
75913,2021-10-03 15:33:32,42,2012-01-03 15:37:51,pes,21,7,0
75914,2021-10-03 15:33:40,30,2015-08-09 15:34:55,fena,20,10,0
75919,2021-10-03 15:37:41,27,2016-10-03 15:39:23,pes,20,8,0
75920,2021-10-03 15:40:52,22,2018-03-26 15:46:41,fena,21,8,0
75921,2021-10-03 15:41:35,30,2014-08-26 17:24:46,fena,21,7,0
75928,2021-10-03 15:46:55,2.9,2020-01-03 15:52:39,fena,20,7,0
75931,2021-10-03 15:47:11,5,2021-08-01 15:47:37,fena,,,1
75936,2021-10-03 15:51:57,6,2021-01-13 15:52:47,fena,,,1
75937,2021-10-03 15:52:21,3.8,2021-06-03 15:52:44,fena,,,1
75943,2021-10-03 15:57:14,4.5,2016-09-28 16:10:02,fena,20,8,0
75944,2021-10-03 15:58:08,,,,,,0
75945,2021-10-03 16:00:44,20,2020-01-11 16:01:15,fena,20,9,0
75946,2021-10-03 16:01:07,75,2014-01-03 16:03:47,pes,20,8,0
75947,2021-10-03 16:02:08,12.6,2016-12-03 16:04:01,pes,20,8,0
75948,2021-10-03 16:02:28,43,2016-03-28 16:03:41,pes,20,9,0
75952,2021-10-03 16:04:03,15,2009-06-07 16:05:21,fena,22,7,0
75953,2021-10-03 16:04:09,10,2008-08-06 16:05:23,pes,20,8,0
75958,2021-10-03 16:06:26,33,2013-05-21 16:15:33,pes,20,8,0
75962,2021-10-03 16:09:13,7.8,2016-08-03 16:10:52,pes,20,8,0
75963,2021-10-03 16:09:59,30,2020-07-11 16:13:42,fena,,,1
75966,2021-10-03 16:11:49,9,2014-04-03 16:17:25,fena,20,8,0
75970,2021-10-03 16:15:36,10,2021-03-24 16:16:59,pes,,,1
75976,2021-10-03 16:18:37,40,2017-06-01 16:20:04,fena,20,8,0
75979,2021-10-03 16:21:12,,,,,,0
75982,2021-10-03 16:23:45,24,2020-11-30 16:33:20,pes,,,1
75984,2021-10-03 16:25:10,,,,,,0
75986,2021-10-03 16:25:46,20,2016-10-07 16:27:02,pes,20,8,0
75987,2021-10-03 16:28:28,10,2018-05-03 16:33:53,pes,20,10,0
75989,2021-10-03 16:28:45,38,2016-10-20 16:33:21,fena,19,8,0
75993,2021-10-03 16:36:08,6.40,2010-02-03 16:41:53,fena,22,7,0
75994,2021-10-03 16:45:08,7,2020-01-06 16:48:37,fena,19,9,0
75995,2021-10-03 16:47:01,40,2019-05-07 16:48:43,pes,20,8,0
75996,2021-10-03 16:47:30,3,2016-06-03 16:50:33,fena,21,7,0
75998,2021-10-03 16:48:30,5,2021-08-10 16:49:15,fena,,,1
76003,2021-10-03 16:51:28,3.6,2011-05-03 18:04:50,fena,20,7,0
76007,2021-10-03 16:57:27,14,2011-12-01 16:58:53,pes,21,9,0
76008,2021-10-03 16:57:56,2.7,2020-07-03 16:58:35,pes,20,8,0
76009,2021-10-03 16:58:16,6,2011-06-13 16:59:01,pes,21,9,0
76011,2021-10-03 16:59:18,25,2020-09-14 17:00:14,fena,,,1
76012,2021-10-03 16:59:34,8,2016-10-03 17:00:39,pes,20,8,0
76013,2021-10-03 17:00:17,5,2011-06-03 17:05:13,pes,20,8,0
76016,2021-10-03 17:00:58,27,2015-09-09 17:02:03,fena,21,9,0
76020,2021-10-03 17:05:11,15,2017-04-06 17:05:36,pes,20,8,0
76021,2021-10-03 17:05:22,43,2009-10-11 17:26:32,pes,21,8,0
76025,2021-10-03 17:07:21,29,2011-11-27 17:09:19,fena,20,9,0
76026,2021-10-03 17:07:35,7,2020-09-01 17:08:32,pes,20,9,0
76028,2021-10-03 17:08:46,9,2021-06-06 17:10:13,pes,,,1
76029,2021-10-03 17:10:01,1.8,2019-02-03 17:10:31,fena,20,8,0
76035,2021-10-03 17:12:57,30,2020-02-06 17:13:43,fena,20,8,0
76038,2021-10-03 17:14:17,4,2005-10-28 17:18:36,fena,20,7,0
76040,2021-10-03 17:15:12,6,2021-08-03 17:17:35,fena,,,1
76044,2021-10-03 17:17:39,3,2013-10-02 17:29:51,fena,18,7,0
76047,2021-10-03 17:20:53,7,2021-05-12 17:21:48,fena,,,1
76048,2021-10-03 17:21:29,42,2012-11-12 17:22:50,fena,22,7,0
76050,2021-10-03 17:23:51,30,2021-08-10 17:27:16,fena,19,8,1
76052,2021-10-03 17:27:07,1.6,2014-11-07 17:37:29,pes,20,7,0
76055,2021-10-03 17:29:30,3.2,2018-11-03 17:32:14,fena,19,7,0
76061,2021-10-03 17:32:04,20,2021-03-02 17:32:48,fena,,,1
76065,2021-10-03 17:39:28,,,,,,0
76066,2021-10-03 17:40:37,10,2011-06-15 17:41:29,fena,20,8,0
76068,2021-10-03 17:41:43,10,2008-02-03 07:42:36,fena,20,8,0
76070,2021-10-03 17:42:41,,,,,,0
76071,2021-10-03 17:42:44,3.9,2011-05-03 17:44:59,fena,20,7,0
76075,2021-10-03 17:43:32,14,2017-07-03 17:44:17,pes,21,8,0
76078,2021-10-03 17:44:54,4,2019-10-31 17:45:37,fena,19,9,0
76081,2021-10-03 17:46:49,7,2015-10-03 17:50:27,fena,20,8,0
76082,2021-10-03 17:49:43,12,2011-06-11 17:53:59,pes,20,8,0
76083,2021-10-03 17:49:53,45,2019-05-12 17:50:47,fena,20,9,0
76084,2021-10-03 17:50:04,22,2018-04-17 13:07:47,fena,21,8,0
76085,2021-10-03 17:52:13,6.5,2017-08-20 17:55:11,fena,21,7,0
76088,2021-10-03 17:53:14,7,2011-11-03 17:55:56,fena,20,8,0
76092,2021-10-03 17:54:13,6,2021-07-28 17:54:44,fena,20,,1
76093,2021-10-03 17:55:34,27,2017-07-03 17:56:16,pes,20,8,0
76096,2021-10-03 17:57:31,35,2020-11-16 17:58:47,fena,,,1
76097,2021-10-03 17:57:51,6.5,2021-06-06 18:00:27,pes,,,1
76103,2021-10-03 17:59:24,54,2018-04-03 18:00:20,fena,20,9,0
76106,2021-10-03 17:59:35,6.5,2012-01-12 18:05:34,fena,20,8,0
76107,2021-10-03 18:01:04,22,2012-07-01 18:15:00,pes,22,8,0
76112,2021-10-03 18:02:59,,,,,,0
76113,2021-10-03 18:03:00,37,2017-10-11 18:08:13,fena,20,8,0
76114,2021-10-03 18:03:19,5,2011-02-03 18:03:42,fena,20,7,0
76120,2021-10-03 18:05:43,15,2014-07-31 18:07:28,fena,21,8,0
76121,2021-10-03 18:05:49,19,2017-02-03 18:08:12,fena,20,8,0
76126,2021-10-03 18:06:05,10,2009-08-11 18:16:57,fena,21,8,0
76127,2021-10-03 18:07:45,32.3,2019-08-16 18:14:04,fena,20,8,0
76128,2021-10-03 18:07:55,40,2021-01-10 18:20:00,fena,,,1
76129,2021-10-03 18:08:04,41,2012-08-03 18:11:48,fena,21,8,0
76130,2021-10-03 18:08:28,15,2011-05-03 18:11:14,fena,20,8,0
76137,2021-10-03 18:15:13,13,2021-04-09 18:17:39,pes,,,1
76142,2021-10-03 18:19:31,5.5,2012-06-17 18:23:16,pes,21,8,0
76144,2021-10-03 18:20:44,2.7,2020-12-05 18:21:41,fena,20,8,0
76145,2021-10-03 18:21:01,40,2012-11-23 18:21:50,fena,21,7,0
76149,2021-10-03 18:22:01,4,2019-01-05 18:24:34,fena,20,8,0
76153,2021-10-03 18:24:30,,,,,,0
76157,2021-10-03 18:26:02,6,2021-08-03 18:26:51,pes,,,1
76160,2021-10-03 18:26:47,9,2019-06-15 18:30:26,fena,20,8,0
76161,2021-10-03 18:26:52,18,2017-04-03 18:36:10,fena,21,7,0
76163,2021-10-03 18:27:44,4.5,2020-12-09 18:31:23,pes,20,8,0
76164,2021-10-03 18:28:23,25,2021-03-31 18:29:50,pes,,,1
76174,2021-10-03 18:37:11,5,2010-08-16 18:37:43,pes,19,8,0
76175,2021-10-03 18:38:26,39,2018-07-29 18:39:55,pes,20,8,0
76176,2021-10-03 18:38:29,2.2,2018-02-03 18:41:27,pes,20,8,0
76178,2021-10-03 18:40:09,25.5,2017-05-04 18:40:51,pes,21,8,0
76181,2021-10-03 18:40:48,9,2018-04-24 18:41:22,fena,22,8,0
76187,2021-10-03 18:44:07,7,2006-10-03 18:44:54,fena,20,8,0
76188,2021-10-03 18:45:35,30,2015-09-03 18:46:08,pes,19,8,0
76189,2021-10-03 18:45:50,2.3,2020-12-13 18:51:44,fena,20,7,0
76193,2021-10-03 18:48:39,36,2020-09-03 18:59:35,pes,,,1
76194,2021-10-03 18:48:54,4,2021-06-29 18:50:52,pes,,,1
76195,2021-10-03 18:49:41,23,2021-05-03 18:50:19,fena,,,1
76197,2021-10-03 18:53:52,8,2011-04-04 18:54:28,fena,21,8,0
76203,2021-10-03 18:57:05,,,,,,0
76205,2021-10-03 18:58:10,12,2015-09-03 18:59:10,fena,20,7,0
76206,2021-10-03 18:58:58,8.5,2011-07-24 18:59:37,pes,20,8,0
76207,2021-10-03 18:59:54,43,2013-05-05 19:04:34,pes,21,8,0
76208,2021-10-03 19:00:06,2.5,2007-02-28 19:42:05,pes,19,7,0
76209,2021-10-03 19:00:57,29,2018-04-16 19:02:08,pes,20,8,0
76213,2021-10-03 19:04:02,18.5,2021-03-09 19:10:36,fena,,,1
76214,2021-10-03 19:04:32,3.5,2015-11-08 19:05:40,pes,20,8,0
76215,2021-10-03 19:05:20,12,2016-10-03 19:06:16,fena,20,8,0
76218,2021-10-03 19:06:20,17,2013-05-10 19:07:54,fena,21,8,0
